,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
294,Loreto,96,MX,1586643874,7,22.27,-101.97,301.83,11.97
295,Gemeente Hellevoetsluis,6,NL,1586643709,87,51.83,4.13,286.15,1.0
296,Nakhon Nayok,88,TH,1586643877,79,14.2,101.21,302.59,1.29
297,Yeppoon,40,AU,1586643878,74,-23.13,150.73,299.15,1.62
298,Valparaíso,100,CL,1586643879,72,-33.04,-71.63,289.15,2.1
299,Port Moresby,40,PG,1586643880,100,-9.44,147.18,298.15,1.5
300,Lompoc,20,US,1586643846,67,34.64,-120.46,295.93,7.7
301,Sabzawār,100,IR,1586643882,56,36.21,57.68,288.39,10.72
302,São Filipe,86,CV,1586643884,73,14.9,-24.5,297.38,5.58
303,Pio XII,65,BR,1586643885,91,-3.83,-45.15,299.55,1.39
304,Ginir,34,ET,1586643886,52,7.13,40.7,289.63,1.24
305,Kinsale,20,IE,1586643887,50,51.71,-8.53,284.15,3.6
306,Guerrero Negro,10,MX,1586643620,49,27.98,-114.06,292.63,7.74
307,Jalu,12,LY,1586643889,29,29.03,21.55,291.06,3.11
308,Kollam,20,IN,1586643890,78,8.88,76.6,301.15,1.5
309,Codrington,98,AU,1586643892,71,-38.27,141.97,284.83,5.02
310,Presidente Epitácio,35,BR,1586643893,58,-21.76,-52.12,297.55,1.91
311,Shubarkuduk,0,KZ,1586643894,58,49.14,56.49,278.94,3.96
312,São João da Barra,90,BR,1586643895,94,-21.64,-41.05,295.15,6.7
313,Karaj,40,IR,1586643644,87,35.84,51.01,283.15,4.1
314,Itarema,100,BR,1586643897,84,-2.92,-39.92,300.01,2.85
315,Isiro,79,CD,1586643899,79,2.77,27.62,293.75,0.76
316,Kiiu,100,EE,1586643900,87,59.45,25.38,274.26,1.5
317,São Bernardo do Campo,90,BR,1586643741,82,-23.69,-46.56,295.37,5.1
318,Bairiki Village,40,KI,1586643902,74,1.33,172.98,304.15,5.7
319,Antalaha,17,MG,1586643903,83,-14.9,50.28,298.02,5.31
320,Champerico,40,GT,1586643615,50,14.3,-91.92,308.15,6.2
321,Kultuk,100,RU,1586643906,67,51.72,103.7,277.33,2.22
322,Presidencia Roque Sáenz Peña,0,AR,1586643907,45,-26.79,-60.44,296.75,2.02
323,Lodja,96,CD,1586643908,82,-3.48,23.43,295.68,0.28
324,Ponto Novo,100,BR,1586643909,69,-10.86,-40.13,298.69,2.14
325,Qasigiannguit,100,GL,1586643910,73,68.82,-51.19,270.15,1.5
326,Ambon City,29,ID,1586643912,74,-3.7,128.18,301.07,1.81
327,Bakchar,5,RU,1586643913,98,57.02,82.07,272.11,1.99
328,Svelgen,100,NO,1586643914,100,61.77,5.3,280.93,8.7
329,Hosangadi,22,IN,1586643915,85,13.7,74.95,298.15,0.51
330,Bang Saphan,7,TH,1586643916,86,11.21,99.51,298.5,1.0
331,Caconda,32,AO,1586643918,60,-13.73,15.07,288.79,1.06
332,Ilulissat,100,GL,1586643919,73,69.22,-51.1,270.15,1.5
333,Samarai,92,PG,1586643920,68,-10.62,150.67,299.42,0.8
334,Iğdır,20,TR,1586643921,75,39.92,44.05,278.15,2.6
335,Roquetas de Mar,90,ES,1586643922,67,36.76,-2.61,290.15,5.7
336,Encheng,38,CN,1586643796,80,22.18,112.3,289.64,4.96
337,Miajadas,100,ES,1586643925,93,39.15,-5.91,287.59,1.21
338,Fortuna,75,US,1586643926,87,40.6,-124.16,287.59,5.7
339,Kropotkin,36,RU,1586643927,64,45.44,40.58,278.53,4.13
340,Egvekinot,0,RU,1586643928,82,66.32,-179.17,263.84,0.82
341,Ol'ga,0,RU,1586643929,87,43.74,135.29,272.0,2.33
342,Punto Fijo,55,VE,1586643930,71,11.7,-70.2,301.61,12.75
343,Shakiso,34,ET,1586643932,59,5.75,38.92,289.42,0.83
344,Saint Anthony,1,US,1586643933,21,45.02,-93.22,289.26,2.1
345,Acaraú,100,BR,1586643934,85,-2.89,-40.12,299.75,2.62
346,Lékoni,92,GA,1586643935,70,-1.58,14.26,298.03,2.84
347,Pemba,20,MZ,1586643936,83,-12.97,40.52,299.15,5.1
348,Hermiston,40,US,1586643938,22,45.84,-119.29,292.15,7.7
349,Leer,92,SS,1586643939,34,8.3,30.14,305.16,1.02
350,Teya,1,RU,1586643666,94,60.38,92.63,268.23,1.74
351,Moerai,42,PF,1586643942,79,-22.43,-151.33,300.84,1.5
352,Bilibino,92,RU,1586643943,90,68.05,166.44,260.93,0.56
353,Hambantota,26,LK,1586643944,81,6.12,81.12,300.27,4.72
354,Shūshtar,4,IR,1586643945,30,32.05,48.86,294.78,2.04
355,Katangli,98,RU,1586643946,97,51.71,143.23,271.52,5.72
356,Batemans Bay,1,AU,1586643947,94,-35.72,150.18,278.71,4.0
357,Santo André,90,BR,1586643948,82,-23.66,-46.54,295.37,5.1
358,Tres Arroyos,95,AR,1586643883,44,-38.37,-60.28,293.86,3.02
359,Mīāndoāb,40,IR,1586643872,81,36.97,46.1,279.15,2.1
360,Wahiawā,20,US,1586643927,69,21.5,-158.02,301.15,3.6
361,Balkanabat,0,TM,1586643953,57,39.51,54.37,286.52,3.25
362,Mayor Pablo Lagerenza,0,PY,1586643954,28,-19.93,-60.77,302.73,1.76
363,Umluj,1,SA,1586643931,51,25.02,37.27,294.01,3.33
364,Roncesvalles,75,CO,1586643956,94,4.01,-75.6,301.15,0.85
365,Thunder Bay,75,CA,1586643958,27,48.4,-89.32,283.15,7.7
366,Alofi,97,NU,1586643959,62,-19.06,-169.92,302.15,4.6
367,Wilmington,1,US,1586643960,34,34.23,-77.94,292.04,5.1
368,Sørland,100,NO,1586643961,78,67.67,12.69,275.03,5.45
369,Crotone,35,IT,1586643732,66,39.09,17.12,287.99,1.7
370,Udala,75,ES,1586643963,93,43.08,-2.51,288.15,2.1
371,Ola,94,RU,1586643949,91,59.58,151.28,264.76,2.51
372,Husavik,75,IS,1586643966,69,66.04,-17.34,274.15,12.3
373,Srednekolymsk,90,RU,1586643967,96,67.45,153.68,267.31,4.99
374,Abū Zabad,9,SD,1586643968,13,12.35,29.25,299.69,6.61
375,Port Macquarie,0,AU,1586643774,50,-31.43,152.92,287.15,2.6
376,Zhigansk,98,RU,1586643970,97,66.77,123.37,269.21,5.07
377,Plouzané,3,FR,1586643972,87,48.38,-4.62,286.15,2.1
378,Yulara,100,AU,1586643973,28,-25.24,130.99,288.15,2.1
379,Mildura,0,AU,1586643974,70,-34.2,142.15,281.15,3.6
380,Praia,70,CV,1586643908,61,14.92,-23.51,298.15,4.1
381,Cascais,20,PT,1586643976,87,38.7,-9.42,288.15,5.1
382,Maroantsetra,56,MG,1586643977,84,-15.43,49.73,296.22,0.79
383,Santa Rosa,75,PH,1586643979,83,14.31,121.11,301.15,1.0
384,Cairns,39,AU,1586643825,88,-16.92,145.77,298.15,0.5
385,Longyearbyen,20,SJ,1586643981,76,78.22,15.64,251.15,1.0
386,Kitwe,97,ZM,1586643982,67,-12.8,28.25,289.92,2.16
387,Capitão Poço,99,BR,1586643983,93,-1.75,-47.06,298.82,1.96
388,Natal,40,BR,1586643768,78,-5.79,-35.21,301.15,2.6
389,Anamur,0,TR,1586643986,49,36.08,32.84,290.47,2.7
390,Taltal,25,CL,1586643987,65,-25.4,-70.48,293.51,3.1
391,Vitim,74,RU,1586643988,95,59.45,112.56,269.99,1.42
392,Vardø,61,NO,1586643989,89,70.37,31.11,270.71,2.23
393,Morant Bay,20,JM,1586643990,74,17.88,-76.41,302.15,7.2
394,Manokwari,65,ID,1586643991,74,-0.87,134.08,299.98,0.99
395,Kozhva,59,RU,1586643993,94,65.11,57.05,263.46,1.53
396,Warri,100,NG,1586643994,81,5.52,5.75,298.79,2.21
397,Chaihe,6,CN,1586643995,75,44.77,129.7,273.14,0.9
398,La Ronge,75,CA,1586643996,52,55.1,-105.28,266.15,8.2
399,Shambu,60,ET,1586643997,40,9.57,37.1,287.96,0.93
400,Itupiranga,40,BR,1586643998,88,-5.13,-49.33,301.15,1.5
401,Fort-Shevchenko,0,KZ,1586643999,68,44.51,50.26,281.42,5.63
402,Tautira,100,PF,1586643834,66,-17.73,-149.15,304.15,1.5
403,Aksu,99,CN,1586643724,20,41.12,80.26,287.51,1.11
404,Valdivia,19,CL,1586644003,47,-39.81,-73.25,288.15,2.6
405,Bereket,2,TM,1586644004,56,39.24,55.52,287.91,1.64
406,Bilhaur,0,IN,1586644005,21,26.85,80.08,300.78,1.6
407,Yokadouma,100,CM,1586644006,82,3.52,15.05,293.8,1.13
408,Plettenberg Bay,100,ZA,1586643995,59,-34.05,23.37,290.96,1.13
409,Lata,75,PT,1586644009,87,40.16,-8.33,287.59,2.1
410,Huarmey,53,PE,1586644010,64,-10.07,-78.15,299.28,4.35
411,Belaya Gora,100,RU,1586644012,93,68.53,146.42,268.1,4.65
412,Jatai,36,BR,1586644013,66,-17.88,-51.71,296.77,1.65
413,Santa Vitória,40,BR,1586644014,64,-18.84,-50.12,296.07,1.41
414,Tessalit,0,ML,1586644015,11,20.2,1.01,302.06,2.21
415,Evensk,100,RU,1586644016,89,61.95,159.23,260.33,1.79
416,Kailua,20,US,1586643966,58,21.4,-157.74,301.15,5.1
417,Mehamn,85,NO,1586644019,92,71.04,27.85,267.03,2.0
418,Steinbach am Taunus,0,DE,1586644020,53,50.17,8.57,289.26,0.5
419,Belmonte,40,BR,1586643961,83,-15.86,-38.88,299.15,2.6
420,Ishigaki,75,JP,1586644022,93,24.34,124.16,291.15,7.2
421,Magadan,92,RU,1586644023,91,59.57,150.8,265.36,2.68
422,Luleå,100,SE,1586644024,86,65.58,22.15,272.15,4.1
423,Dalvik,75,IS,1586644025,69,65.97,-18.53,274.15,12.3
424,Pirapora,97,BR,1586644027,72,-17.34,-44.94,297.55,0.36
425,Hualmay,36,PE,1586644028,66,-11.1,-77.61,298.18,4.46
426,Coyhaique,40,CL,1586643859,57,-45.58,-72.07,282.15,3.84
427,Paka,24,MY,1586644030,94,4.64,103.44,299.15,0.5
428,Gemeente Heerenveen,90,NL,1586644032,81,52.95,5.93,284.82,1.0
429,Ust'-Kulom,100,RU,1586644033,95,61.69,53.69,267.41,1.5
430,Valkeala,49,FI,1586644034,63,60.94,26.8,271.15,1.0
431,Mimongo,100,GA,1586644035,82,-1.62,11.61,294.8,1.81
432,Kiryat Gat,16,IL,1586644036,82,31.61,34.76,287.15,1.5
433,Richards Bay,77,ZA,1586643957,78,-28.78,32.04,295.87,7.05
434,Tsuruoka,40,JP,1586644039,80,38.72,139.82,278.15,2.1
435,Coquimbo,85,CL,1586644040,77,-29.95,-71.34,290.15,4.1
436,Saint-Augustin,100,CA,1586643848,96,51.23,-58.65,273.42,2.5
437,Luga,7,RU,1586644042,93,58.74,29.85,272.61,1.55
438,Illapel,99,CL,1586644044,47,-31.63,-71.17,293.52,3.01
439,Gullhaug,100,NO,1586644045,93,59.5,10.25,279.26,5.1
440,Kloulklubed,75,PW,1586644046,83,7.04,134.26,300.15,1.5
441,Caravelas,62,BR,1586644047,85,-17.71,-39.25,299.38,4.94
442,Vallenar,94,CL,1586644048,33,-28.57,-70.76,296.48,3.59
443,Dingle,10,PH,1586644049,78,11.0,122.67,297.78,2.43
444,Ashtian,0,IR,1586644050,34,34.52,50.0,278.06,5.5
445,Shingū,100,JP,1586644052,63,33.73,135.98,283.66,2.98
446,Petropavlovsk-Kamchatskiy,70,RU,1586643895,93,53.05,158.65,273.15,1.0
447,Rehoboth,0,NA,1586644054,32,-23.32,17.08,294.58,2.03
448,Mīnāb,100,IR,1586644055,83,27.15,57.08,299.15,4.1
449,Khasan,67,RU,1586644056,85,42.43,130.64,274.87,1.26
450,Ampanihy,90,MG,1586644057,62,-24.7,44.75,296.86,3.22
451,Gao,73,ML,1586644059,17,16.64,1.64,305.45,1.43
452,Mama,100,RU,1586644060,79,58.31,112.9,274.77,1.65
453,Dhidhdhoo,28,MV,1586644061,65,6.88,73.1,302.97,3.14
454,Bubaque,16,GW,1586643823,79,11.28,-15.83,299.05,7.28
455,Airai,98,TL,1586644063,72,-8.93,125.41,288.78,0.45
456,Tuatapere,81,NZ,1586643848,64,-46.13,167.68,287.59,1.79
457,Talara,67,PE,1586644066,64,-4.58,-81.27,299.63,5.05
458,Tynda,98,RU,1586644067,81,55.17,124.72,272.46,0.83
459,Charter Township of Clinton,40,US,1586644068,35,42.59,-82.92,287.59,4.1
460,Orotukan,97,RU,1586644069,91,62.27,151.7,266.76,1.07
461,Chippewa Falls,1,US,1586644070,25,44.94,-91.39,289.82,1.47
462,Pokhvistnevo,100,RU,1586644071,77,53.65,52.13,279.31,5.19
463,Granadilla de Abona,75,ES,1586644072,72,28.12,-16.58,293.15,7.2
464,Ruska Poliana,0,UA,1586644074,63,49.42,31.92,278.01,4.85
465,Lipin Bor,55,RU,1586644075,93,60.26,37.98,270.36,1.95
466,Maracaçumé,100,BR,1586644076,91,-2.04,-45.96,299.17,1.5
467,Swan Hill,0,AU,1586643872,80,-35.34,143.55,281.88,3.04
468,Graaff-Reinet,63,ZA,1586644078,35,-32.25,24.53,296.48,0.89
469,Gilgit,47,PK,1586644079,23,35.92,74.31,284.8,0.69
470,Ayorou,21,NE,1586644080,17,14.73,0.92,305.77,4.79
471,Karratha,0,AU,1586644015,50,-20.74,116.85,300.58,3.7
472,Glarus,0,CH,1586644083,61,47.04,9.07,286.15,1.0
473,Yongchang,0,CN,1586644084,85,30.04,119.73,281.48,1.99
474,Huttwil,20,CH,1586644085,62,47.12,7.86,287.04,1.0
475,Camacha,40,PT,1586644086,72,33.08,-16.33,290.15,5.1
476,Dubbo,0,AU,1586644029,76,-32.25,148.62,283.15,4.1
477,Imbituva,22,BR,1586643853,62,-25.23,-50.6,290.05,1.16
478,Kyra,0,RU,1586644090,44,49.58,111.98,275.99,1.47
479,Santa Maria,1,BR,1586644091,63,-29.68,-53.81,292.65,2.0
480,Gouyave,20,GD,1586644092,70,12.16,-61.73,302.15,7.7
481,Sechura,36,PE,1586644023,62,-5.56,-80.82,299.85,5.75
482,Ambilobe,0,MG,1586644095,84,-13.2,49.05,296.3,2.11
483,San Miguel de Tucumán,75,AR,1586644096,50,-26.82,-65.22,298.15,5.1
484,Yerbogachën,5,RU,1586644097,94,61.28,108.01,268.97,2.48
485,Santa Fe,2,AR,1586643894,50,-31.63,-60.7,296.48,0.89
486,Polis,20,CY,1586644099,81,35.04,32.43,284.15,4.1
487,Dudinka,75,RU,1586644100,80,69.41,86.18,275.15,15.0
488,Chestermere,20,CA,1586644102,49,51.03,-113.82,271.48,9.8
489,Flin Flon,90,CA,1586644103,44,54.77,-101.86,267.15,7.7
490,Potenza,0,IT,1586644104,63,40.64,15.81,280.82,0.59
491,Xai-Xai,0,MZ,1586644105,88,-25.05,33.64,294.26,2.93
492,Departamento de Maldonado,20,UY,1586643866,77,-34.67,-54.92,291.48,2.6
493,Hirara,75,JP,1586644107,82,24.8,125.28,292.15,7.7
494,Kastamonu Province,86,TR,1586644108,61,41.5,33.67,275.55,1.31
495,Metro,91,ID,1586644110,91,-5.11,105.31,297.47,1.57
496,Bonavista,25,CA,1586643868,80,48.65,-53.11,274.82,5.81
497,Carman,75,CA,1586644112,51,49.5,-98.0,276.15,7.2
498,Methóni,0,GR,1586644113,70,36.82,21.7,290.37,2.1
499,São Raimundo das Mangabeiras,70,BR,1586644114,67,-7.02,-45.48,300.9,0.6
500,Nizhniy Kuranakh,100,RU,1586643870,77,58.84,125.49,275.07,1.35
501,Vao,27,NC,1586643983,74,-22.67,167.48,297.7,6.91
502,Eureka,90,US,1586644042,76,40.8,-124.16,287.59,6.2
503,Bhan,47,PK,1586644119,19,26.56,67.72,305.17,2.02
504,Te Anau,56,NZ,1586644120,67,-45.42,167.72,286.18,2.26
505,São José da Coroa Grande,1,BR,1586644121,74,-8.9,-35.15,301.01,4.07
506,Pisco,0,PE,1586644122,30,-13.7,-76.22,297.59,3.1
507,Joensuu,0,FI,1586644124,92,62.6,29.76,268.15,0.5
508,Bingerville,96,CI,1586644125,88,5.36,-3.89,301.15,2.1
509,Penzance,0,GB,1586644097,71,50.12,-5.54,285.15,4.1
510,Tabas,100,IR,1586644127,77,33.6,56.92,291.15,2.1
511,Laguna,1,US,1586643909,63,38.42,-121.42,295.37,5.7
512,Berlevåg,79,NO,1586644129,90,70.86,29.09,269.27,1.45
513,Shimabara,75,JP,1586644130,93,32.78,130.37,284.15,5.7
514,Rundu,91,NA,1586644132,77,-17.93,19.77,294.15,1.5
515,The Valley,20,AI,1586644133,70,18.22,-63.06,302.15,4.1
516,Zingem,0,BE,1586644134,76,50.91,3.62,288.15,0.5
517,Ondjiva,86,AO,1586644135,62,-17.07,15.73,293.41,2.48
518,Harper,97,LR,1586644105,80,4.38,-7.72,300.51,1.8
519,Norman Wells,40,CA,1586643847,54,65.28,-126.83,271.15,5.1
520,Eilat,0,IL,1586644138,52,29.56,34.95,293.15,7.2
521,Flinders,0,AU,1586643935,54,-34.58,150.86,288.71,5.1
522,Luanda,71,AO,1586643863,82,-8.84,13.23,299.44,2.14
523,Tandil,83,AR,1586643923,63,-37.32,-59.13,289.82,0.45
524,Aban,0,RU,1586644143,91,56.67,96.06,272.02,1.88
525,Salalah,40,OM,1586644097,74,17.02,54.09,301.15,4.1
526,Nadym,100,RU,1586644145,95,65.53,72.52,266.6,4.51
527,Ancud,36,CL,1586644146,71,-41.87,-73.82,283.15,1.5
528,Province of Trapani,0,IT,1586644148,81,37.83,12.67,287.04,1.0
529,Coahuayana Viejo,5,MX,1586644149,48,18.73,-103.68,303.15,5.1
530,Palu,10,ID,1586644150,73,-0.89,119.87,295.7,0.93
531,Milcoiu,43,RO,1586644151,51,45.05,24.47,282.43,1.89
532,Vestmannaeyjar,100,IS,1586644153,90,63.44,-20.27,279.69,5.05
533,Griffin,1,US,1586644154,22,33.25,-84.26,296.48,3.1
534,Peterhead,85,GB,1586644155,66,57.51,-1.8,285.37,1.0
535,Jega,84,NG,1586644156,16,12.22,4.38,306.44,4.22
536,Necochea,85,AR,1586644157,53,-38.55,-58.74,293.28,3.5
537,Lander,75,US,1586644158,28,42.83,-108.73,284.15,11.3
538,Fairbanks,1,US,1586644043,35,64.84,-147.72,279.15,2.1
539,Booué,100,GA,1586644160,89,-0.09,11.94,296.42,1.68
540,Diamantino,30,BR,1586643917,77,-14.41,-56.45,299.3,1.9
541,Nueva Loja,40,EC,1586644163,74,0.08,-76.88,302.15,2.6
542,Nishihara,75,JP,1586644164,88,26.18,127.76,294.15,7.2
543,Buala,98,SB,1586644165,77,-8.14,159.59,301.38,3.38
544,Rocha,73,UY,1586644073,73,-34.48,-54.33,291.69,2.72
545,Saint-François,19,FR,1586643954,76,46.42,3.91,285.93,1.0
546,Abhā,22,SA,1586644169,67,18.22,42.51,291.15,0.89
547,Tingi,70,TZ,1586644170,66,-11.3,35.03,290.94,2.4
548,Roebourne,0,AU,1586644171,44,-20.78,117.13,300.64,3.5
549,Trairi,100,BR,1586644172,81,-3.28,-39.27,300.73,3.32
550,Kushima,90,JP,1586644063,87,31.46,131.23,285.15,1.5
551,Aljezur,26,PT,1586644175,83,37.32,-8.8,289.26,4.1
552,Okha,44,RU,1586644170,96,53.57,142.95,270.86,5.48
553,Hurghada,0,EG,1586644177,28,27.26,33.81,293.15,4.1
554,Berdigestyakh,100,RU,1586644178,90,62.1,126.7,273.13,3.12
555,Kadiri,0,IN,1586644179,44,14.12,78.17,297.74,2.64
556,Petrozavodsk,0,RU,1586644180,79,61.78,34.35,269.15,1.0
557,Cherskiy,100,RU,1586644181,96,68.75,161.3,263.03,5.56
558,Nhulunbuy,42,AU,1586644183,80,-12.23,136.77,300.95,4.56
559,Ponta Delgada,20,PT,1586644184,76,37.73,-25.67,287.15,6.2
560,Westport,1,US,1586644186,23,41.14,-73.36,286.48,4.6
561,Paita,57,PE,1586644187,57,-5.09,-81.11,300.51,7.25
562,Kieta,92,PG,1586643944,77,-6.22,155.63,300.56,1.18
563,Koygorodok,100,RU,1586644189,97,60.45,51.0,269.5,2.09
564,Mufumbwe,87,ZM,1586644190,68,-13.68,24.8,290.64,1.96
565,Manicoré,96,BR,1586644033,92,-5.81,-61.3,299.53,2.16
566,Walajapet,0,IN,1586644193,76,12.93,79.38,298.11,0.84
567,Pontianak,75,ID,1586644194,100,-0.03,109.33,297.15,2.08
568,Linda,1,US,1586644195,56,39.13,-121.55,295.15,5.1
569,Nogliki,96,RU,1586644196,97,51.83,143.17,271.85,5.68
570,Norfolk,20,US,1586644198,29,42.17,-71.25,284.15,8.2
571,Broome,1,US,1586644199,30,42.25,-75.83,282.04,5.7
572,Iquique,75,CL,1586644200,64,-20.22,-70.14,295.15,6.2
573,Santiago de Cao,54,PE,1586644201,76,-7.96,-79.24,296.89,4.36
574,Bignona,0,SN,1586644202,83,12.81,-16.23,298.15,3.1
575,Kutum,37,SD,1586644203,17,14.2,24.67,292.19,3.95
576,Aklavik,5,CA,1586644082,57,68.22,-135.01,267.15,5.1
577,Isangel,20,VU,1586644206,61,-19.55,169.27,301.15,1.5
578,Ukiah,1,US,1586644035,49,39.15,-123.21,297.59,2.19
579,Liaoyang,0,CN,1586644208,41,41.27,123.17,279.15,4.0
580,Imbituba,40,BR,1586644143,64,-28.24,-48.67,294.15,3.6
581,Mount Isa,13,AU,1586644210,19,-20.73,139.5,295.15,3.6
582,Alugan,92,PH,1586644211,73,12.22,125.48,300.26,1.51
583,Aseri,74,EE,1586644213,89,59.45,26.87,273.92,3.75
584,Cēsis,82,LV,1586644214,84,57.31,25.27,273.71,0.45
585,Ust-Tsilma,73,RU,1586644215,95,65.44,52.15,264.5,1.29
586,Kangaatsiaq,95,GL,1586644216,91,68.31,-53.46,272.36,3.83
